"Duration (ms)","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
628537,"2017-01-04 07:24:58","2017-01-04 07:35:26",31630,"15th & East Capitol St NE",31637,"North Capitol St & G Pl NE",W20695,Member
713619,"2017-01-04 07:25:03","2017-01-04 07:36:57",31123,"14th & Girard St NW",31212,"21st & M St NW",W21174,Member
763837,"2017-01-04 07:25:25","2017-01-04 07:38:09",31637,"North Capitol St & G Pl NE",31633,"Independence Ave & L'Enfant Plaza SW/DOE",W22574,Member
1455533,"2017-01-04 07:25:45","2017-01-04 07:50:00",31619,"Lincoln Park / 13th & East Capitol St NE ",31252,"21st St & Pennsylvania Ave NW",W22696,Member
266137,"2017-01-04 07:25:47","2017-01-04 07:30:13",31036,"George Mason Dr & Wilson Blvd",31037,"Ballston Metro / N Stuart & 9th St N",W22244,Member
495681,"2017-01-04 07:25:52","2017-01-04 07:34:08",31308,"39th & Veazey St NW",32014,"Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir",W21985,Member
265834,"2017-01-04 07:25:58","2017-01-04 07:30:24",31636,"New Jersey Ave & N St NW/Dunbar HS",31503,"Florida Ave & R St NW",W20174,Member
266665,"2017-01-04 07:26:03","2017-01-04 07:30:30",31636,"New Jersey Ave & N St NW/Dunbar HS",31503,"Florida Ave & R St NW",W00270,Member
584269,"2017-01-04 07:26:04","2017-01-04 07:35:48",31200,"Massachusetts Ave & Dupont Circle NW",31215,"Georgetown Harbor / 30th St NW",W23206,Member
288738,"2017-01-04 07:26:22","2017-01-04 07:31:11",31117,"15th & Euclid St  NW",31107,"Lamont & Mt Pleasant NW",W22541,Member
387794,"2017-01-04 07:26:40","2017-01-04 07:33:07",31623,"Columbus Circle / Union Station",31264,"6th St & Indiana Ave NW",W21704,Member
400985,"2017-01-04 07:26:44","2017-01-04 07:33:25",31619,"Lincoln Park / 13th & East Capitol St NE ",31623,"Columbus Circle / Union Station",W20730,Member
1133007,"2017-01-04 07:26:49","2017-01-04 07:45:42",31645,"6th & K St NE",31254,"15th & K St NW",W00197,Member
667580,"2017-01-04 07:26:53","2017-01-04 07:38:00",31641,"2nd St & Massachusetts Ave NE",31634,"3rd & Tingey St SE",W22666,Member
371760,"2017-01-04 07:26:55","2017-01-04 07:33:07",31624,"North Capitol St & F St NW",31270,"8th & D St NW",W01350,Member
790462,"2017-01-04 07:26:57","2017-01-04 07:40:08",31612,"D St & Maryland Ave NE",31218,"L'Enfant Plaza / 7th & C St SW",W20689,Member
1518415,"2017-01-04 07:27:02","2017-01-04 07:52:21",31631,"8th & F St NE",31292,"22nd St & Constitution Ave NW",W21639,Member
1521549,"2017-01-04 07:27:34","2017-01-04 07:52:55",31307,"3000 Connecticut Ave NW / National Zoo",31216,"14th St & New York Ave NW",W22397,Member
856534,"2017-01-04 07:27:38","2017-01-04 07:41:55",32022,"Dennis & Amherst Ave",31408,"Takoma Metro",W21950,Member
2107541,"2017-01-04 07:27:44","2017-01-04 08:02:51",31502,"John McCormack Dr & Michigan Ave NE",31628,"1st & K St SE",W20452,Member
339642,"2017-01-04 07:27:46","2017-01-04 07:33:26",31619,"Lincoln Park / 13th & East Capitol St NE ",31623,"Columbus Circle / Union Station",W22652,Member
1184721,"2017-01-04 07:27:51","2017-01-04 07:47:35",31630,"15th & East Capitol St NE",31217,"USDA / 12th & Independence Ave SW",W21915,Member
468255,"2017-01-04 07:27:55","2017-01-04 07:35:43",31201,"15th & P St NW",31109,"7th & T St NW",W00031,Member
138570,"2017-01-04 07:28:01","2017-01-04 07:30:20",31202,"14th & R St NW",31280,"11th & S St NW",W21268,Member
661727,"2017-01-04 07:28:10","2017-01-04 07:39:12",31400,"Georgia & New Hampshire Ave NW",31280,"11th & S St NW",W20778,Member
545886,"2017-01-04 07:28:29","2017-01-04 07:37:35",31641,"2nd St & Massachusetts Ave NE",31219,"10th St & Constitution Ave NW",W23231,Member
733379,"2017-01-04 07:28:30","2017-01-04 07:40:44",31220,"US Dept of State / Virginia Ave & 21st St NW",31243,"4th & C St SW",W20170,Member
214148,"2017-01-04 07:28:34","2017-01-04 07:32:08",31093,"21st St N & N Pierce St",31014,"Lynn & 19th St North",W21016,Member
1028287,"2017-01-04 07:28:36","2017-01-04 07:45:45",31265,"5th St & Massachusetts Ave NW",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",W20848,Member
732429,"2017-01-04 07:28:46","2017-01-04 07:40:59",31124,"14th & Irving St NW",31283,"14th & L St NW",W00132,Member
1092727,"2017-01-04 07:28:48","2017-01-04 07:47:01",31120,"10th & Florida Ave NW",31260,"23rd & E St NW ",W00151,Member
720838,"2017-01-04 07:29:11","2017-01-04 07:41:12",31124,"14th & Irving St NW",31212,"21st & M St NW",W21810,Member
508597,"2017-01-04 07:29:14","2017-01-04 07:37:42",31203,"14th & Rhode Island Ave NW",31231,"14th & D St NW / Ronald Reagan Building",W22195,Member
201706,"2017-01-04 07:29:23","2017-01-04 07:32:44",31032,"Washington Blvd & 7th St N",31065,"N Pershing Dr & Wayne St",W00195,Member
1360930,"2017-01-04 07:29:34","2017-01-04 07:52:15",31223,"Convention Center / 7th & M St NW",31014,"Lynn & 19th St North",W00740,Member
1086005,"2017-01-04 07:29:37","2017-01-04 07:47:43",31243,"4th & C St SW",31634,"3rd & Tingey St SE",W21636,Member
288690,"2017-01-04 07:29:54","2017-01-04 07:34:42",31640,"Maryland Ave & E St NE",31623,"Columbus Circle / Union Station",W22290,Member
729446,"2017-01-04 07:29:56","2017-01-04 07:42:05",31407,"14th St & Colorado Ave NW",31101,"14th & V St NW",W01400,Casual
640182,"2017-01-04 07:30:14","2017-01-04 07:40:54",31611,"13th & H St NE",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",W22274,Member
359891,"2017-01-04 07:30:16","2017-01-04 07:36:16",31619,"Lincoln Park / 13th & East Capitol St NE ",31623,"Columbus Circle / Union Station",W01315,Member
298883,"2017-01-04 07:30:27","2017-01-04 07:35:26",31113,"Columbia Rd & Belmont St NW",31121,"Calvert St & Woodley Pl NW",W22800,Member
1271218,"2017-01-04 07:30:30","2017-01-04 07:51:41",31228,"8th & H St NW",31222,"New York Ave & 15th St NW",W01339,Casual
987654,"2017-01-04 07:30:45","2017-01-04 07:47:13",31404,"9th & Upshur St NW",31213,"17th & K St NW",W21596,Member
147878,"2017-01-04 07:30:47","2017-01-04 07:33:15",31009,"27th & Crystal Dr",31002,"20th & Crystal Dr",W20371,Member
677534,"2017-01-04 07:31:11","2017-01-04 07:42:28",31600,"5th & K St NW",31218,"L'Enfant Plaza / 7th & C St SW",W23170,Member
691741,"2017-01-04 07:31:18","2017-01-04 07:42:50",31633,"Independence Ave & L'Enfant Plaza SW/DOE",31206,"19th & E Street NW",W21686,Member
736862,"2017-01-04 07:31:27","2017-01-04 07:43:44",31201,"15th & P St NW",31633,"Independence Ave & L'Enfant Plaza SW/DOE",W20899,Member
3235546,"2017-01-04 07:31:34","2017-01-04 08:25:29",31104,"Adams Mill & Columbia Rd NW",31124,"14th & Irving St NW",W00661,Member
1188284,"2017-01-04 07:31:34","2017-01-04 07:51:22",31640,"Maryland Ave & E St NE",31259,"20th St & Virginia Ave NW",W22119,Member
793631,"2017-01-04 07:31:40","2017-01-04 07:44:53",31281,"8th & O St NW",31277,"17th & G St NW",W23188,Member
234365,"2017-01-04 07:31:47","2017-01-04 07:35:41",31643,"1st & D St SE",31208,"M St & New Jersey Ave SE",W22414,Member
300166,"2017-01-04 07:31:54","2017-01-04 07:36:54",31053,"Columbia Pike & S Courthouse Rd",31073,"Washington Blvd & Walter Reed Dr ",W22641,Member
365787,"2017-01-04 07:32:02","2017-01-04 07:38:07",31264,"6th St & Indiana Ave NW",31244,"4th & E St SW",W23185,Member
934319,"2017-01-04 07:32:06","2017-01-04 07:47:40",31503,"Florida Ave & R St NW",31217,"USDA / 12th & Independence Ave SW",W00355,Member
878408,"2017-01-04 07:32:12","2017-01-04 07:46:51",31117,"15th & Euclid St  NW",31231,"14th & D St NW / Ronald Reagan Building",W00238,Member
433009,"2017-01-04 07:32:14","2017-01-04 07:39:27",31621,"4th & D St NW / Judiciary Square",31272,"Washington & Independence Ave SW/HHS",W20250,Member
438944,"2017-01-04 07:32:16","2017-01-04 07:39:35",31618,"4th & East Capitol St NE",31623,"Columbus Circle / Union Station",W21168,Member
1453788,"2017-01-04 07:32:22","2017-01-04 07:56:35",31236,"37th & O St NW / Georgetown University",31103,"16th & Harvard St NW",W23140,Member
69460,"2017-01-04 07:32:24","2017-01-04 07:33:33",31106,"Calvert & Biltmore St NW",31121,"Calvert St & Woodley Pl NW",W22442,Member
2283971,"2017-01-04 07:32:45","2017-01-04 08:10:49",31053,"Columbia Pike & S Courthouse Rd",31637,"North Capitol St & G Pl NE",W00693,Member
421128,"2017-01-04 07:32:49","2017-01-04 07:39:50",31203,"14th & Rhode Island Ave NW",31216,"14th St & New York Ave NW",W21233,Member
898038,"2017-01-04 07:33:08","2017-01-04 07:48:06",31105,"14th & Harvard St NW",31252,"21st St & Pennsylvania Ave NW",W21960,Member
328810,"2017-01-04 07:33:13","2017-01-04 07:38:42",31310,"Connecticut & Nebraska Ave NW",31300,"Van Ness Metro / UDC",W01168,Member
807859,"2017-01-04 07:33:17","2017-01-04 07:46:45",31307,"3000 Connecticut Ave NW / National Zoo",31220,"US Dept of State / Virginia Ave & 21st St NW",W20048,Member
627035,"2017-01-04 07:33:23","2017-01-04 07:43:50",31625,"3rd & G St SE",31633,"Independence Ave & L'Enfant Plaza SW/DOE",W22746,Member
540026,"2017-01-04 07:33:41","2017-01-04 07:42:41",31119,"14th & Belmont St NW",31200,"Massachusetts Ave & Dupont Circle NW",W21032,Member
790744,"2017-01-04 07:33:42","2017-01-04 07:46:53",31117,"15th & Euclid St  NW",31312,"Wisconsin Ave & O St NW",W22287,Member
1243335,"2017-01-04 07:33:48","2017-01-04 07:54:32",31065,"N Pershing Dr & Wayne St",31258,"Lincoln Memorial",W00195,Member
345719,"2017-01-04 07:34:00","2017-01-04 07:39:46",31287,"10th St & L'Enfant Plaza SW",31273,"Hains Point/Buckeye & Ohio Dr SW",W23110,Member
1632624,"2017-01-04 07:34:02","2017-01-04 08:01:14",31000,"Eads St & 15th St S",31205,"21st & I St NW",W21228,Member
1371712,"2017-01-04 07:34:13","2017-01-04 07:57:05",31622,"13th & D St NE",31261,"21st St & Constitution Ave NW",W22866,Member
869577,"2017-01-04 07:34:20","2017-01-04 07:48:50",31110,"20th St & Florida Ave NW",31231,"14th & D St NW / Ronald Reagan Building",W22161,Member
1570985,"2017-01-04 07:34:23","2017-01-04 08:00:34",31101,"14th & V St NW",31014,"Lynn & 19th St North",W20323,Member
499787,"2017-01-04 07:34:23","2017-01-04 07:42:43",31254,"15th & K St NW",31280,"11th & S St NW",W21881,Member
864871,"2017-01-04 07:34:32","2017-01-04 07:48:57",31627,"3rd & M St NE",31227,"13th St & New York Ave NW",W20618,Member
353167,"2017-01-04 07:34:33","2017-01-04 07:40:26",31640,"Maryland Ave & E St NE",31639,"2nd & G St NE",W22632,Member
172944,"2017-01-04 07:34:37","2017-01-04 07:37:30",31118,"3rd & Elm St NW",31109,"7th & T St NW",W00456,Member
449835,"2017-01-04 07:34:42","2017-01-04 07:42:12",31229,"New Hampshire Ave & T St NW",31233,"17th & K St NW / Farragut Square",W00605,Member
688603,"2017-01-04 07:34:42","2017-01-04 07:46:10",31104,"Adams Mill & Columbia Rd NW",31205,"21st & I St NW",W23059,Member
537312,"2017-01-04 07:34:59","2017-01-04 07:43:56",31247,"Jefferson Dr & 14th St SW",31108,"4th & M St SW",W21511,Member
377607,"2017-01-04 07:34:59","2017-01-04 07:41:16",31119,"14th & Belmont St NW",31241,"Thomas Circle",W21537,Member
404074,"2017-01-04 07:35:02","2017-01-04 07:41:46",31201,"15th & P St NW",31111,"10th & U St NW",W22878,Member
451288,"2017-01-04 07:35:06","2017-01-04 07:42:37",31213,"17th & K St NW",31246,"M St & Pennsylvania Ave NW",W21222,Member
1493425,"2017-01-04 07:35:10","2017-01-04 08:00:03",31404,"9th & Upshur St NW",31224,"19th & L St NW",W21892,Casual
327551,"2017-01-04 07:35:17","2017-01-04 07:40:45",31506,"1st & Rhode Island Ave NW",31245,"7th & R St NW / Shaw Library",W20287,Member
1117531,"2017-01-04 07:35:23","2017-01-04 07:54:01",31623,"Columbus Circle / Union Station",31277,"17th & G St NW",W22652,Member
407149,"2017-01-04 07:35:33","2017-01-04 07:42:20",31229,"New Hampshire Ave & T St NW",31241,"Thomas Circle",W22127,Member
992238,"2017-01-04 07:35:36","2017-01-04 07:52:09",31245,"7th & R St NW / Shaw Library",31220,"US Dept of State / Virginia Ave & 21st St NW",W22659,Member
788448,"2017-01-04 07:35:41","2017-01-04 07:48:49",31623,"Columbus Circle / Union Station",31231,"14th & D St NW / Ronald Reagan Building",W21820,Member
1134330,"2017-01-04 07:35:42","2017-01-04 07:54:36",31641,"2nd St & Massachusetts Ave NE",31108,"4th & M St SW",W00448,Member
502740,"2017-01-04 07:35:42","2017-01-04 07:44:04",31229,"New Hampshire Ave & T St NW",31277,"17th & G St NW",W01012,Member
343018,"2017-01-04 07:35:43","2017-01-04 07:41:26",31631,"8th & F St NE",31623,"Columbus Circle / Union Station",W21558,Member
254145,"2017-01-04 07:35:43","2017-01-04 07:39:58",31124,"14th & Irving St NW",31104,"Adams Mill & Columbia Rd NW",W22366,Member
1272228,"2017-01-04 07:35:47","2017-01-04 07:57:00",31102,"11th & Kenyon St NW",31259,"20th St & Virginia Ave NW",W01001,Member
356712,"2017-01-04 07:35:53","2017-01-04 07:41:50",31109,"7th & T St NW",31241,"Thomas Circle",W21961,Member
162810,"2017-01-04 07:35:57","2017-01-04 07:38:40",31230,"Metro Center / 12th & G St NW",31232,"7th & F St NW / National Portrait Gallery",W22918,Member
458493,"2017-01-04 07:36:00","2017-01-04 07:43:38",31503,"Florida Ave & R St NW",31223,"Convention Center / 7th & M St NW",W20174,Member
260225,"2017-01-04 07:36:04","2017-01-04 07:40:25",31302,"Wisconsin Ave & Newark St NW",31303,"Tenleytown / Wisconsin Ave & Albemarle St NW",W21226,Member
133293,"2017-01-04 07:36:15","2017-01-04 07:38:29",31004,"Aurora Hills Community Ctr/18th & Hayes St",31005,"Pentagon City Metro / 12th & S Hayes St",W00252,Member
459556,"2017-01-04 07:36:15","2017-01-04 07:43:55",31111,"10th & U St NW",31239,"Rhode Island & Connecticut Ave NW",W00656,Member
1260413,"2017-01-04 07:36:16","2017-01-04 07:57:16",31513,"Rhode Island Ave & V St NE",31233,"17th & K St NW / Farragut Square",W22473,Member
3635569,"2017-01-04 07:36:19","2017-01-04 08:36:55",31072,"31st & Woodrow St S",31285,"22nd & P ST NW",W01023,Member
298320,"2017-01-04 07:36:26","2017-01-04 07:41:25",31223,"Convention Center / 7th & M St NW",31263,"10th & K St NW",W21632,Member
1293262,"2017-01-04 07:36:32","2017-01-04 07:58:06",31102,"11th & Kenyon St NW",31220,"US Dept of State / Virginia Ave & 21st St NW",W00708,Member
364265,"2017-01-04 07:36:32","2017-01-04 07:42:36",31117,"15th & Euclid St  NW",31121,"Calvert St & Woodley Pl NW",W21209,Member
201681,"2017-01-04 07:36:33","2017-01-04 07:39:55",31107,"Lamont & Mt Pleasant NW",31103,"16th & Harvard St NW",W00236,Member
574058,"2017-01-04 07:36:38","2017-01-04 07:46:12",31623,"Columbus Circle / Union Station",31633,"Independence Ave & L'Enfant Plaza SW/DOE",W22290,Member
222247,"2017-01-04 07:36:42","2017-01-04 07:40:24",31244,"4th & E St SW",31264,"6th St & Indiana Ave NW",W22734,Member
666287,"2017-01-04 07:36:46","2017-01-04 07:47:53",31258,"Lincoln Memorial",31015,"Rosslyn Metro / Wilson Blvd & Ft Myer Dr",W22367,Member
750692,"2017-01-04 07:36:51","2017-01-04 07:49:22",31623,"Columbus Circle / Union Station",31217,"USDA / 12th & Independence Ave SW",W20730,Member
996742,"2017-01-04 07:36:59","2017-01-04 07:53:35",31115,"Columbia Rd & Georgia Ave NW",31238,"14th & G St NW",W20602,Member
1246698,"2017-01-04 07:37:08","2017-01-04 07:57:55",31712,"Oklahoma Ave & D St NE",31712,"Oklahoma Ave & D St NE",W20593,Member
1324639,"2017-01-04 07:37:10","2017-01-04 07:59:15",31639,"2nd & G St NE",31205,"21st & I St NW",W22239,Member
593822,"2017-01-04 07:37:12","2017-01-04 07:47:06",31114,"18th St & Wyoming Ave NW",31276,"15th & L St NW",W20138,Member
274203,"2017-01-04 07:37:15","2017-01-04 07:41:50",31618,"4th & East Capitol St NE",31623,"Columbus Circle / Union Station",W01458,Member
700547,"2017-01-04 07:37:29","2017-01-04 07:49:09",31623,"Columbus Circle / Union Station",31634,"3rd & Tingey St SE",W01315,Member
875910,"2017-01-04 07:37:38","2017-01-04 07:52:14",31506,"1st & Rhode Island Ave NW",31213,"17th & K St NW",W22169,Member
614121,"2017-01-04 07:37:39","2017-01-04 07:47:54",31229,"New Hampshire Ave & T St NW",31102,"11th & Kenyon St NW",W00921,Member
1328902,"2017-01-04 07:37:44","2017-01-04 07:59:53",31627,"3rd & M St NE",31267,"17th St & Massachusetts Ave NW",W22040,Member
527009,"2017-01-04 07:37:46","2017-01-04 07:46:33",31029,"N Veitch  & 20th St N",31014,"Lynn & 19th St North",W21954,Member
716656,"2017-01-04 07:37:48","2017-01-04 07:49:45",31086,"Mount Vernon Ave & E Del Ray Ave",31009,"27th & Crystal Dr",W00969,Member
606624,"2017-01-04 07:37:57","2017-01-04 07:48:03",31505,"Eckington Pl & Q St NE",31623,"Columbus Circle / Union Station",W22216,Member
646617,"2017-01-04 07:37:57","2017-01-04 07:48:43",31232,"7th & F St NW / National Portrait Gallery",31213,"17th & K St NW",W23151,Member
517254,"2017-01-04 07:38:02","2017-01-04 07:46:39",31029,"N Veitch  & 20th St N",31014,"Lynn & 19th St North",W00915,Member
1002414,"2017-01-04 07:38:03","2017-01-04 07:54:46",31619,"Lincoln Park / 13th & East Capitol St NE ",31265,"5th St & Massachusetts Ave NW",W00382,Member
849593,"2017-01-04 07:38:03","2017-01-04 07:52:13",31268,"12th & U St NW",31277,"17th & G St NW",W22114,Member
730444,"2017-01-04 07:38:04","2017-01-04 07:50:15",31105,"14th & Harvard St NW",31519,"1st & O St NW",W01405,Member
1485901,"2017-01-04 07:38:05","2017-01-04 08:02:51",31313,"Connecticut Ave & Tilden St NW",31230,"Metro Center / 12th & G St NW",W22317,Member
949937,"2017-01-04 07:38:05","2017-01-04 07:53:55",31401,"14th St & Spring Rd NW",31503,"Florida Ave & R St NW",W22374,Member
1327179,"2017-01-04 07:38:14","2017-01-04 08:00:21",31507,"1st & Washington Hospital Center NW",31512,"Neal St & Trinidad Ave NE",W01134,Member
342070,"2017-01-04 07:38:22","2017-01-04 07:44:04",31201,"15th & P St NW",31216,"14th St & New York Ave NW",W00981,Member
2729237,"2017-01-04 07:38:28","2017-01-04 08:23:58",31246,"M St & Pennsylvania Ave NW",32013,"Montgomery & East Ln",W00253,Member
800364,"2017-01-04 07:38:29","2017-01-04 07:51:50",31604,"3rd & H St NW",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",W22424,Member
908993,"2017-01-04 07:38:30","2017-01-04 07:53:38",31258,"Lincoln Memorial",31624,"North Capitol St & F St NW",W20743,Member
772471,"2017-01-04 07:38:39","2017-01-04 07:51:31",31203,"14th & Rhode Island Ave NW",31217,"USDA / 12th & Independence Ave SW",W00939,Member
778256,"2017-01-04 07:38:40","2017-01-04 07:51:38",31404,"9th & Upshur St NW",31104,"Adams Mill & Columbia Rd NW",W00324,Member
1404708,"2017-01-04 07:38:45","2017-01-04 08:02:09",31645,"6th & K St NE",31807,"Pleasant St & MLK Ave SE",W20628,Member
781938,"2017-01-04 07:38:45","2017-01-04 07:51:47",31101,"14th & V St NW",31215,"Georgetown Harbor / 30th St NW",W23244,Member
811899,"2017-01-04 07:38:51","2017-01-04 07:52:23",31505,"Eckington Pl & Q St NE",31639,"2nd & G St NE",W21744,Member
459292,"2017-01-04 07:38:53","2017-01-04 07:46:32",31234,"20th & O St NW / Dupont South",31211,"Kennedy Center",W20463,Member
1006653,"2017-01-04 07:38:56","2017-01-04 07:55:43",31201,"15th & P St NW",31243,"4th & C St SW",W00412,Member
424169,"2017-01-04 07:38:56","2017-01-04 07:46:00",31616,"3rd & H St NE",31228,"8th & H St NW",W20310,Member
711051,"2017-01-04 07:39:18","2017-01-04 07:51:09",31503,"Florida Ave & R St NW",31239,"Rhode Island & Connecticut Ave NW",W00988,Member
441322,"2017-01-04 07:39:18","2017-01-04 07:46:39",31278,"18th & R St NW",31220,"US Dept of State / Virginia Ave & 21st St NW",W20377,Member
1308906,"2017-01-04 07:39:20","2017-01-04 08:01:09",31280,"11th & S St NW",31233,"17th & K St NW / Farragut Square",W20778,Member
297391,"2017-01-04 07:39:39","2017-01-04 07:44:36",31047,"Braddock Rd Metro",31918,"Madison & Fairfax St",W22549,Member
650307,"2017-01-04 07:39:54","2017-01-04 07:50:45",31509,"New Jersey Ave & R St NW",31221,"18th & M St NW",W20990,Member
383403,"2017-01-04 07:39:55","2017-01-04 07:46:18",31803,"Good Hope Rd & 14th St SE",31801,"Anacostia Metro",W20035,Member
685219,"2017-01-04 07:39:56","2017-01-04 07:51:22",31244,"4th & E St SW",31624,"North Capitol St & F St NW",W23185,Member
556814,"2017-01-04 07:39:57","2017-01-04 07:49:14",31217,"USDA / 12th & Independence Ave SW",31273,"Hains Point/Buckeye & Ohio Dr SW",W01217,Member
99245,"2017-01-04 07:40:09","2017-01-04 07:41:48",31639,"2nd & G St NE",31623,"Columbus Circle / Union Station",W00213,Member
896231,"2017-01-04 07:40:11","2017-01-04 07:55:07",31623,"Columbus Circle / Union Station",31217,"USDA / 12th & Independence Ave SW",W21168,Member
353580,"2017-01-04 07:40:12","2017-01-04 07:46:05",31302,"Wisconsin Ave & Newark St NW",31303,"Tenleytown / Wisconsin Ave & Albemarle St NW",W21774,Member
481956,"2017-01-04 07:40:15","2017-01-04 07:48:17",31277,"17th & G St NW",31228,"8th & H St NW",W22034,Member
849526,"2017-01-04 07:40:29","2017-01-04 07:54:39",31224,"19th & L St NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W22299,Member
327224,"2017-01-04 07:40:52","2017-01-04 07:46:19",31640,"Maryland Ave & E St NE",31623,"Columbus Circle / Union Station",W22238,Member
1101400,"2017-01-04 07:40:55","2017-01-04 07:59:17",31616,"3rd & H St NE",31222,"New York Ave & 15th St NW",W20409,Member
1614120,"2017-01-04 07:40:58","2017-01-04 08:07:52",31402,"14th St Heights / 14th & Crittenden St NW",31621,"4th & D St NW / Judiciary Square",W20268,Member
205470,"2017-01-04 07:41:04","2017-01-04 07:44:29",31201,"15th & P St NW",31286,"11th & O St NW",W20540,Member
465234,"2017-01-04 07:41:10","2017-01-04 07:48:55",31245,"7th & R St NW / Shaw Library",31119,"14th & Belmont St NW",W21139,Member
423798,"2017-01-04 07:41:15","2017-01-04 07:48:18",31101,"14th & V St NW",31254,"15th & K St NW",W21948,Member
1162814,"2017-01-04 07:41:22","2017-01-04 08:00:45",31019,"Wilson Blvd & N Edgewood St",31259,"20th St & Virginia Ave NW",W21668,Member
471639,"2017-01-04 07:41:28","2017-01-04 07:49:19",31030,"Lee Hwy & N Adams St",31014,"Lynn & 19th St North",W21463,Member
1338772,"2017-01-04 07:41:29","2017-01-04 08:03:47",31627,"3rd & M St NE",31276,"15th & L St NW",W01401,Member
1679052,"2017-01-04 07:41:29","2017-01-04 08:09:28",31253,"19th & K St NW",31617,"Bladensburg Rd & Benning Rd NE",W22550,Member
505217,"2017-01-04 07:41:41","2017-01-04 07:50:06",31628,"1st & K St SE",31243,"4th & C St SW",W22422,Member
550408,"2017-01-04 07:41:42","2017-01-04 07:50:53",31241,"Thomas Circle",31204,"20th & E St NW",W23117,Member
173123,"2017-01-04 07:41:45","2017-01-04 07:44:39",31275,"New Hampshire Ave & 24th St NW",31255,"24th & N St NW",W00541,Member
509455,"2017-01-04 07:41:45","2017-01-04 07:50:14",31309,"Fessenden St & Wisconsin Ave NW",32046,"River Rd & Landy Ln",W01130,Member
714809,"2017-01-04 07:41:52","2017-01-04 07:53:47",31623,"Columbus Circle / Union Station",31244,"4th & E St SW",W00596,Casual
527254,"2017-01-04 07:41:56","2017-01-04 07:50:43",31039,"Wilson Blvd & N Quincy St",31078,"Arlington Blvd & S George Mason Dr/NFATC",W22485,Member
1368649,"2017-01-04 07:41:57","2017-01-04 08:04:46",31404,"9th & Upshur St NW",31231,"14th & D St NW / Ronald Reagan Building",W00791,Member
241968,"2017-01-04 07:42:05","2017-01-04 07:46:07",31640,"Maryland Ave & E St NE",31623,"Columbus Circle / Union Station",W20533,Member
195473,"2017-01-04 07:42:10","2017-01-04 07:45:25",31631,"8th & F St NE",31623,"Columbus Circle / Union Station",W22222,Member
1640575,"2017-01-04 07:42:16","2017-01-04 08:09:37",31400,"Georgia & New Hampshire Ave NW",31014,"Lynn & 19th St North",W21144,Member
1014575,"2017-01-04 07:42:18","2017-01-04 07:59:12",31102,"11th & Kenyon St NW",31230,"Metro Center / 12th & G St NW",W22672,Member
1594528,"2017-01-04 07:42:27","2017-01-04 08:09:02",31123,"14th & Girard St NW",31244,"4th & E St SW",W21496,Member
523549,"2017-01-04 07:42:36","2017-01-04 07:51:19",31083,"Potomac Greens Dr & Slaters Ln",31042,"Market Square / King St & Royal St",W20978,Member
138013,"2017-01-04 07:42:37","2017-01-04 07:44:55",31104,"Adams Mill & Columbia Rd NW",31121,"Calvert St & Woodley Pl NW",W22366,Member
829983,"2017-01-04 07:42:40","2017-01-04 07:56:30",31104,"Adams Mill & Columbia Rd NW",31242,"18th St & Pennsylvania Ave NW",W01127,Member
985385,"2017-01-04 07:42:55","2017-01-04 07:59:20",31603,"1st & M St NE",31279,"19th & G St NW",W00411,Member
432895,"2017-01-04 07:42:56","2017-01-04 07:50:09",31812,"16th & Q St SE / Anacostia HS",31801,"Anacostia Metro",W23025,Member
1412343,"2017-01-04 07:43:03","2017-01-04 08:06:36",31115,"Columbia Rd & Georgia Ave NW",31108,"4th & M St SW",W21509,Member
1316193,"2017-01-04 07:43:17","2017-01-04 08:05:14",31306,"39th & Calvert St NW / Stoddert",31604,"3rd & H St NW",W21093,Member
379849,"2017-01-04 07:43:19","2017-01-04 07:49:39",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31263,"10th & K St NW",W21357,Member
280719,"2017-01-04 07:43:21","2017-01-04 07:48:02",31247,"Jefferson Dr & 14th St SW",31243,"4th & C St SW",W01424,Member
1018939,"2017-01-04 07:43:21","2017-01-04 08:00:20",31077,"Iwo Jima Memorial/N Meade & 14th St N",31247,"Jefferson Dr & 14th St SW",W20179,Member
675592,"2017-01-04 07:43:23","2017-01-04 07:54:38",31605,"3rd & D St SE",31627,"3rd & M St NE",W21477,Member
222739,"2017-01-04 07:43:28","2017-01-04 07:47:11",31201,"15th & P St NW",31200,"Massachusetts Ave & Dupont Circle NW",W21053,Member
1123576,"2017-01-04 07:43:32","2017-01-04 08:02:15",31110,"20th St & Florida Ave NW",31014,"Lynn & 19th St North",W00563,Member
633286,"2017-01-04 07:44:04","2017-01-04 07:54:37",31119,"14th & Belmont St NW",31234,"20th & O St NW / Dupont South",W00772,Member
1629111,"2017-01-04 07:44:11","2017-01-04 08:11:20",31632,"15th & F St NE",31217,"USDA / 12th & Independence Ave SW",W21785,Member
673053,"2017-01-04 07:44:15","2017-01-04 07:55:28",31629,"8th & East Capitol St NE",31218,"L'Enfant Plaza / 7th & C St SW",W22689,Member
