"Duration (ms)","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
1141332,"2017-07-01 20:17:47","2017-07-01 20:36:48",31258,"Lincoln Memorial",31247,"Jefferson Dr & 14th St SW",W20696,Casual
1851950,"2017-07-01 20:17:54","2017-07-01 20:48:46",31206,"19th & E Street NW",31123,"14th & Girard St NW",W01224,Member
296223,"2017-07-01 20:18:02","2017-07-01 20:22:58",31110,"20th St & Florida Ave NW",31125,"15th & W St NW",W22944,Member
1141643,"2017-07-01 20:18:13","2017-07-01 20:37:14",31109,"7th & T St NW",31514,"Hamlin & 7th St NE",W21282,Member
2380835,"2017-07-01 20:18:18","2017-07-01 20:57:58",31249,"Jefferson Memorial",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W20927,Casual
1114799,"2017-07-01 20:18:21","2017-07-01 20:36:56",31258,"Lincoln Memorial",31247,"Jefferson Dr & 14th St SW",W01064,Casual
621682,"2017-07-01 20:18:27","2017-07-01 20:28:49",31111,"10th & U St NW",31299,"Connecticut Ave & R St NW",W22459,Member
210164,"2017-07-01 20:18:32","2017-07-01 20:22:03",31008,"12th & Army Navy Dr",31005,"Pentagon City Metro / 12th & S Hayes St",W22110,Member
332455,"2017-07-01 20:18:38","2017-07-01 20:24:10",31231,"14th & D St NW / Ronald Reagan Building",31321,"15th St & Constitution Ave NW",W21949,Member
2378187,"2017-07-01 20:18:40","2017-07-01 20:58:18",31255,"24th & N St NW",31215,"Georgetown Harbor / 30th St NW",W22345,Casual
495749,"2017-07-01 20:19:07","2017-07-01 20:27:23",31200,"Massachusetts Ave & Dupont Circle NW",31312,"Wisconsin Ave & O St NW",W21719,Member
5094456,"2017-07-01 20:19:12","2017-07-01 21:44:06",31228,"8th & H St NW",31228,"8th & H St NW",W23366,Casual
806902,"2017-07-01 20:19:20","2017-07-01 20:32:47",31113,"Columbia Rd & Belmont St NW",31101,"14th & V St NW",W21501,Casual
801275,"2017-07-01 20:19:24","2017-07-01 20:32:45",31113,"Columbia Rd & Belmont St NW",31101,"14th & V St NW",W00676,Casual
398238,"2017-07-01 20:19:27","2017-07-01 20:26:06",31604,"3rd & H St NW",31624,"North Capitol St & F St NW",W21016,Casual
1475245,"2017-07-01 20:19:28","2017-07-01 20:44:03",31258,"Lincoln Memorial",31249,"Jefferson Memorial",W22791,Casual
1620529,"2017-07-01 20:19:29","2017-07-01 20:46:30",31258,"Lincoln Memorial",31249,"Jefferson Memorial",W22114,Casual
4136288,"2017-07-01 20:19:31","2017-07-01 21:28:28",31249,"Jefferson Memorial",31205,"21st & I St NW",W22450,Casual
520487,"2017-07-01 20:19:32","2017-07-01 20:28:13",31254,"15th & K St NW",31263,"10th & K St NW",W21911,Casual
1608563,"2017-07-01 20:19:35","2017-07-01 20:46:24",31258,"Lincoln Memorial",31249,"Jefferson Memorial",W22844,Casual
124555,"2017-07-01 20:19:37","2017-07-01 20:21:41",31122,"16th & Irving St NW",31107,"Lamont & Mt Pleasant NW",W21253,Member
501118,"2017-07-01 20:19:37","2017-07-01 20:27:58",31254,"15th & K St NW",31263,"10th & K St NW",W22117,Casual
507821,"2017-07-01 20:19:43","2017-07-01 20:28:11",31200,"Massachusetts Ave & Dupont Circle NW",31246,"M St & Pennsylvania Ave NW",W00756,Casual
4122461,"2017-07-01 20:19:46","2017-07-01 21:28:28",31249,"Jefferson Memorial",31205,"21st & I St NW",W21390,Casual
2226063,"2017-07-01 20:19:53","2017-07-01 20:56:59",31208,"M St & New Jersey Ave SE",31208,"M St & New Jersey Ave SE",W22539,Casual
522864,"2017-07-01 20:19:56","2017-07-01 20:28:39",31278,"18th & R St NW",31212,"21st & M St NW",W21736,Casual
1563349,"2017-07-01 20:19:57","2017-07-01 20:46:00",31109,"7th & T St NW",31295,"Potomac & M St NW",W22829,Member
1472150,"2017-07-01 20:20:07","2017-07-01 20:44:39",32027,"Battery Ln & Trolley Trail",32013,"Montgomery & East Ln",W00398,Member
1523682,"2017-07-01 20:20:13","2017-07-01 20:45:37",31116,"California St & Florida Ave NW",31221,"18th & M St NW",W21885,Casual
1503124,"2017-07-01 20:20:16","2017-07-01 20:45:19",31022,"Clarendon Metro / Wilson Blvd & N Highland St",31027,"Key Blvd & N Quinn St",W22482,Casual
4085541,"2017-07-01 20:20:19","2017-07-01 21:28:25",31249,"Jefferson Memorial",31205,"21st & I St NW",W22298,Casual
469100,"2017-07-01 20:20:25","2017-07-01 20:28:14",31254,"15th & K St NW",31263,"10th & K St NW",W00394,Casual
1660876,"2017-07-01 20:20:28","2017-07-01 20:48:09",31258,"Lincoln Memorial",31249,"Jefferson Memorial",W00200,Casual
207390,"2017-07-01 20:20:28","2017-07-01 20:23:56",31263,"10th & K St NW",31256,"10th & E St NW",W00978,Member
441844,"2017-07-01 20:20:34","2017-07-01 20:27:56",31254,"15th & K St NW",31263,"10th & K St NW",W00885,Casual
1434504,"2017-07-01 20:20:34","2017-07-01 20:44:29",31022,"Clarendon Metro / Wilson Blvd & N Highland St",31027,"Key Blvd & N Quinn St",W21950,Casual
84460,"2017-07-01 20:20:34","2017-07-01 20:21:59",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W22816,Casual
1218730,"2017-07-01 20:20:46","2017-07-01 20:41:05",31108,"4th & M St SW",31077,"Iwo Jima Memorial/N Meade & 14th St N",W21927,Member
594795,"2017-07-01 20:21:02","2017-07-01 20:30:57",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31290,"17th St & Independence Ave SW",W22256,Member
416251,"2017-07-01 20:21:07","2017-07-01 20:28:03",31619,"Lincoln Park / 13th & East Capitol St NE ",31607,"14th & D St SE",W00861,Casual
402556,"2017-07-01 20:21:07","2017-07-01 20:27:49",31254,"15th & K St NW",31263,"10th & K St NW",W20900,Casual
601862,"2017-07-01 20:21:14","2017-07-01 20:31:16",31295,"Potomac & M St NW",31917,"N Lynn St & Fairfax Dr",W22472,Member
1225397,"2017-07-01 20:21:25","2017-07-01 20:41:50",31003,"15th & Crystal Dr",31090,"6th & S Ball St",W00920,Member
199718,"2017-07-01 20:21:28","2017-07-01 20:24:48",31117,"15th & Euclid St  NW",31125,"15th & W St NW",W20961,Member
969666,"2017-07-01 20:21:29","2017-07-01 20:37:39",31046,"Henry St & Pendleton St",31082,"Eisenhower Ave & Mill Race Ln",W22851,Member
244309,"2017-07-01 20:21:32","2017-07-01 20:25:36",31616,"3rd & H St NE",31603,"1st & M St NE",W01262,Member
530704,"2017-07-01 20:21:38","2017-07-01 20:30:28",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31290,"17th St & Independence Ave SW",W22204,Member
954198,"2017-07-01 20:21:43","2017-07-01 20:37:37",31046,"Henry St & Pendleton St",31082,"Eisenhower Ave & Mill Race Ln",W01220,Member
1356058,"2017-07-01 20:21:48","2017-07-01 20:44:24",31314,"34th & Water St NW",31314,"34th & Water St NW",W20643,Casual
343646,"2017-07-01 20:21:59","2017-07-01 20:27:43",31619,"Lincoln Park / 13th & East Capitol St NE ",31607,"14th & D St SE",W23213,Member
363378,"2017-07-01 20:22:05","2017-07-01 20:28:09",31272,"Washington & Independence Ave SW/HHS",31272,"Washington & Independence Ave SW/HHS",W20260,Casual
18493995,"2017-07-01 20:22:06","2017-07-02 01:30:20",31126,"11th & Girard St NW",31200,"Massachusetts Ave & Dupont Circle NW",W00909,Casual
3979068,"2017-07-01 20:22:11","2017-07-01 21:28:30",31231,"14th & D St NW / Ronald Reagan Building",31238,"14th & G St NW",W23164,Casual
985226,"2017-07-01 20:22:17","2017-07-01 20:38:42",31247,"Jefferson Dr & 14th St SW",31258,"Lincoln Memorial",W21228,Casual
454787,"2017-07-01 20:22:18","2017-07-01 20:29:52",31110,"20th St & Florida Ave NW",31221,"18th & M St NW",W00342,Member
2115979,"2017-07-01 20:22:19","2017-07-01 20:57:35",31053,"Columbia Pike & S Courthouse Rd",31089,"Court House Metro / 15th & N Uhle St ",W23159,Casual
1582068,"2017-07-01 20:22:22","2017-07-01 20:48:44",31239,"Rhode Island & Connecticut Ave NW",31241,"Thomas Circle",W22371,Member
444374,"2017-07-01 20:22:24","2017-07-01 20:29:48",31110,"20th St & Florida Ave NW",31221,"18th & M St NW",W20426,Member
3954426,"2017-07-01 20:22:25","2017-07-01 21:28:19",31231,"14th & D St NW / Ronald Reagan Building",31238,"14th & G St NW",W00961,Casual
329804,"2017-07-01 20:22:26","2017-07-01 20:27:56",31121,"Calvert St & Woodley Pl NW",31229,"New Hampshire Ave & T St NW",W21957,Member
1022490,"2017-07-01 20:22:40","2017-07-01 20:39:43",31270,"8th & D St NW",31612,"D St & Maryland Ave NE",W00787,Member
925353,"2017-07-01 20:22:49","2017-07-01 20:38:15",31247,"Jefferson Dr & 14th St SW",31258,"Lincoln Memorial",W22162,Casual
347870,"2017-07-01 20:22:59","2017-07-01 20:28:47",31241,"Thomas Circle",31238,"14th & G St NW",W01207,Member
1484806,"2017-07-01 20:23:04","2017-07-01 20:47:48",31228,"8th & H St NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W01113,Casual
1753295,"2017-07-01 20:23:30","2017-07-01 20:52:44",31910,"Potomac Ave & Main Line Blvd",31910,"Potomac Ave & Main Line Blvd",W00863,Member
626040,"2017-07-01 20:23:41","2017-07-01 20:34:07",31257,"22nd & I St NW / Foggy Bottom",31285,"22nd & P ST NW",W21768,Member
3459076,"2017-07-01 20:23:52","2017-07-01 21:21:31",31247,"Jefferson Dr & 14th St SW",31247,"Jefferson Dr & 14th St SW",W23116,Casual
3444328,"2017-07-01 20:24:02","2017-07-01 21:21:26",31247,"Jefferson Dr & 14th St SW",31247,"Jefferson Dr & 14th St SW",W22534,Casual
2436283,"2017-07-01 20:24:13","2017-07-01 21:04:49",31258,"Lincoln Memorial",31271,"Constitution Ave & 2nd St NW/DOL",W00892,Casual
2861229,"2017-07-01 20:24:17","2017-07-01 21:11:58",31272,"Washington & Independence Ave SW/HHS",31290,"17th St & Independence Ave SW",W22172,Casual
1350826,"2017-07-01 20:24:18","2017-07-01 20:46:49",31272,"Washington & Independence Ave SW/HHS",31627,"3rd & M St NE",W20540,Casual
2431539,"2017-07-01 20:24:18","2017-07-01 21:04:49",31258,"Lincoln Memorial",31271,"Constitution Ave & 2nd St NW/DOL",W20580,Casual
2842513,"2017-07-01 20:24:38","2017-07-01 21:12:00",31272,"Washington & Independence Ave SW/HHS",31290,"17th St & Independence Ave SW",W22541,Casual
18333498,"2017-07-01 20:24:41","2017-07-02 01:30:14",31126,"11th & Girard St NW",31200,"Massachusetts Ave & Dupont Circle NW",W20088,Casual
2426510,"2017-07-01 20:24:43","2017-07-01 21:05:09",31258,"Lincoln Memorial",31271,"Constitution Ave & 2nd St NW/DOL",W20221,Casual
2396123,"2017-07-01 20:24:48","2017-07-01 21:04:44",31258,"Lincoln Memorial",31271,"Constitution Ave & 2nd St NW/DOL",W22643,Casual
375189,"2017-07-01 20:24:51","2017-07-01 20:31:06",31080,"Lee Hwy & N Scott St",31093,"21st St N & N Pierce St",W20831,Member
71687,"2017-07-01 20:24:52","2017-07-01 20:26:04",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W22816,Casual
353831,"2017-07-01 20:24:52","2017-07-01 20:30:46",31125,"15th & W St NW",31111,"10th & U St NW",W22944,Member
60792,"2017-07-01 20:24:54","2017-07-01 20:25:55",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W22028,Casual
1373302,"2017-07-01 20:24:56","2017-07-01 20:47:50",31204,"20th & E St NW",31245,"7th & R St NW / Shaw Library",W21826,Member
979687,"2017-07-01 20:25:01","2017-07-01 20:41:21",31222,"New York Ave & 15th St NW",31291,"Vermont Ave & I St NW",W22911,Casual
913935,"2017-07-01 20:25:23","2017-07-01 20:40:37",31222,"New York Ave & 15th St NW",31291,"Vermont Ave & I St NW",W21198,Casual
466827,"2017-07-01 20:25:24","2017-07-01 20:33:11",31272,"Washington & Independence Ave SW/HHS",31288,"4th St & Madison Dr NW",W21407,Casual
2772285,"2017-07-01 20:25:25","2017-07-01 21:11:37",31272,"Washington & Independence Ave SW/HHS",31290,"17th St & Independence Ave SW",W00545,Casual
507586,"2017-07-01 20:25:38","2017-07-01 20:34:06",31603,"1st & M St NE",31109,"7th & T St NW",W20797,Member
667573,"2017-07-01 20:25:40","2017-07-01 20:36:47",31641,"2nd St & Massachusetts Ave NE",31639,"2nd & G St NE",W21344,Member
916079,"2017-07-01 20:25:51","2017-07-01 20:41:07",31232,"7th & F St NW / National Portrait Gallery",31615,"6th & H St NE",W22213,Casual
3337283,"2017-07-01 20:25:58","2017-07-01 21:21:36",31247,"Jefferson Dr & 14th St SW",31247,"Jefferson Dr & 14th St SW",W22388,Casual
393946,"2017-07-01 20:25:59","2017-07-01 20:32:33",31513,"Rhode Island Ave & V St NE",31516,"Rhode Island Ave Metro",W00085,Casual
1285308,"2017-07-01 20:26:01","2017-07-01 20:47:26",31603,"1st & M St NE",31272,"Washington & Independence Ave SW/HHS",W21100,Member
1010765,"2017-07-01 20:26:03","2017-07-01 20:42:54",31518,"New York Ave & Hecht Ave NE",31632,"15th & F St NE",W23253,Member
574941,"2017-07-01 20:26:18","2017-07-01 20:35:53",31286,"11th & O St NW",31503,"Florida Ave & R St NW",W01012,Member
1264327,"2017-07-01 20:26:18","2017-07-01 20:47:22",31603,"1st & M St NE",31272,"Washington & Independence Ave SW/HHS",W21818,Member
1631215,"2017-07-01 20:26:20","2017-07-01 20:53:31",31258,"Lincoln Memorial",31623,"Columbus Circle / Union Station",W23182,Casual
1611998,"2017-07-01 20:26:20","2017-07-01 20:53:12",31258,"Lincoln Memorial",31623,"Columbus Circle / Union Station",W23244,Member
836369,"2017-07-01 20:26:28","2017-07-01 20:40:25",31222,"New York Ave & 15th St NW",31291,"Vermont Ave & I St NW",W20880,Casual
229372,"2017-07-01 20:26:39","2017-07-01 20:30:28",31125,"15th & W St NW",31116,"California St & Florida Ave NW",W00904,Member
270482,"2017-07-01 20:26:39","2017-07-01 20:31:09",32204,"Tysons Corner Station",32205,"Westpark & Jones Branch Dr",W20589,Member
1456334,"2017-07-01 20:26:46","2017-07-01 20:51:02",31215,"Georgetown Harbor / 30th St NW",31247,"Jefferson Dr & 14th St SW",W22958,Member
1249210,"2017-07-01 20:26:52","2017-07-01 20:47:42",31924,"Wilson Blvd & N Troy St",31314,"34th & Water St NW",W00990,Member
802244,"2017-07-01 20:26:54","2017-07-01 20:40:17",31616,"3rd & H St NE",31506,"1st & Rhode Island Ave NW",W23339,Member
3956076,"2017-07-01 20:26:55","2017-07-01 21:32:51",31258,"Lincoln Memorial",31247,"Jefferson Dr & 14th St SW",W20627,Casual
3952128,"2017-07-01 20:27:03","2017-07-01 21:32:55",31258,"Lincoln Memorial",31247,"Jefferson Dr & 14th St SW",W22968,Casual
1522794,"2017-07-01 20:27:10","2017-07-01 20:52:33",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",31247,"Jefferson Dr & 14th St SW",W20647,Casual
1065767,"2017-07-01 20:27:12","2017-07-01 20:44:58",31617,"Bladensburg Rd & Benning Rd NE",31229,"New Hampshire Ave & T St NW",W00155,Member
844184,"2017-07-01 20:27:13","2017-07-01 20:41:17",31216,"14th St & New York Ave NW",31281,"8th & O St NW",W20332,Member
1089894,"2017-07-01 20:27:19","2017-07-01 20:45:28",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31270,"8th & D St NW",W00319,Casual
1503522,"2017-07-01 20:27:23","2017-07-01 20:52:27",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",31247,"Jefferson Dr & 14th St SW",W20769,Casual
1358386,"2017-07-01 20:27:23","2017-07-01 20:50:02",31107,"Lamont & Mt Pleasant NW",31101,"14th & V St NW",W21253,Member
1083665,"2017-07-01 20:27:28","2017-07-01 20:45:31",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31270,"8th & D St NW",W21670,Member
204957,"2017-07-01 20:27:29","2017-07-01 20:30:54",31601,"19th & East Capitol St SE",31630,"15th & East Capitol St NE",W22069,Member
889973,"2017-07-01 20:27:29","2017-07-01 20:42:19",31627,"3rd & M St NE",31245,"7th & R St NW / Shaw Library",W23359,Member
677300,"2017-07-01 20:27:38","2017-07-01 20:38:56",31285,"22nd & P ST NW",31236,"37th & O St NW / Georgetown University",W21964,Casual
511117,"2017-07-01 20:27:54","2017-07-01 20:36:25",31630,"15th & East Capitol St NE",31611,"13th & H St NE",W20642,Member
516580,"2017-07-01 20:27:54","2017-07-01 20:36:31",31630,"15th & East Capitol St NE",31611,"13th & H St NE",W22401,Casual
1533794,"2017-07-01 20:28:04","2017-07-01 20:53:38",31202,"14th & R St NW",31209,"1st & N St  SE",W21981,Member
923290,"2017-07-01 20:28:12","2017-07-01 20:43:35",31281,"8th & O St NW",31237,"25th St & Pennsylvania Ave NW",W23297,Member
2977398,"2017-07-01 20:28:13","2017-07-01 21:17:50",31314,"34th & Water St NW",31314,"34th & Water St NW",W20650,Casual
179435,"2017-07-01 20:28:33","2017-07-01 20:31:32",31512,"Neal St & Trinidad Ave NE",31617,"Bladensburg Rd & Benning Rd NE",W20607,Member
1174578,"2017-07-01 20:28:35","2017-07-01 20:48:10",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31290,"17th St & Independence Ave SW",W20915,Casual
997156,"2017-07-01 20:28:37","2017-07-01 20:45:14",31232,"7th & F St NW / National Portrait Gallery",31101,"14th & V St NW",W20983,Member
467657,"2017-07-01 20:28:44","2017-07-01 20:36:31",32050,"Spring St & Second Ave",32036,"Fenton St & Ellsworth Dr ",W20673,Member
692185,"2017-07-01 20:28:45","2017-07-01 20:40:17",32050,"Spring St & Second Ave",32012,"Silver Spring Metro/Colesville Rd & Wayne Ave",W00612,Member
1172253,"2017-07-01 20:28:45","2017-07-01 20:48:17",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31290,"17th St & Independence Ave SW",W22028,Casual
334260,"2017-07-01 20:28:56","2017-07-01 20:34:30",31281,"8th & O St NW",31281,"8th & O St NW",W20958,Member
1161723,"2017-07-01 20:28:56","2017-07-01 20:48:17",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31290,"17th St & Independence Ave SW",W22816,Casual
593323,"2017-07-01 20:28:57","2017-07-01 20:38:51",31215,"Georgetown Harbor / 30th St NW",31212,"21st & M St NW",W22317,Casual
630520,"2017-07-01 20:28:59","2017-07-01 20:39:29",31215,"Georgetown Harbor / 30th St NW",31212,"21st & M St NW",W21584,Casual
536629,"2017-07-01 20:29:14","2017-07-01 20:38:11",31215,"Georgetown Harbor / 30th St NW",31212,"21st & M St NW",W00266,Member
1192249,"2017-07-01 20:29:24","2017-07-01 20:49:16",31238,"14th & G St NW",31235,"19th St & Constitution Ave NW",W21133,Casual
1180430,"2017-07-01 20:29:27","2017-07-01 20:49:08",31238,"14th & G St NW",31235,"19th St & Constitution Ave NW",W21857,Casual
506441,"2017-07-01 20:29:28","2017-07-01 20:37:55",31014,"Lynn & 19th St North",31246,"M St & Pennsylvania Ave NW",W22266,Casual
144109,"2017-07-01 20:29:29","2017-07-01 20:31:53",31638,"1st & H St NW",31624,"North Capitol St & F St NW",W01288,Casual
2075597,"2017-07-01 20:29:36","2017-07-01 21:04:12",31258,"Lincoln Memorial",31288,"4th St & Madison Dr NW",W21270,Casual
2061680,"2017-07-01 20:29:48","2017-07-01 21:04:10",31258,"Lincoln Memorial",31288,"4th St & Madison Dr NW",W21412,Casual
946518,"2017-07-01 20:29:49","2017-07-01 20:45:35",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31270,"8th & D St NW",W21361,Casual
1046350,"2017-07-01 20:29:50","2017-07-01 20:47:16",31203,"14th & Rhode Island Ave NW",31284,"18th & C St NW",W22624,Member
982686,"2017-07-01 20:29:54","2017-07-01 20:46:17",31104,"Adams Mill & Columbia Rd NW",31246,"M St & Pennsylvania Ave NW",W22121,Member
486020,"2017-07-01 20:29:56","2017-07-01 20:38:02",31014,"Lynn & 19th St North",31246,"M St & Pennsylvania Ave NW",W22071,Casual
1039589,"2017-07-01 20:29:57","2017-07-01 20:47:17",31203,"14th & Rhode Island Ave NW",31284,"18th & C St NW",W00779,Member
3931565,"2017-07-01 20:29:57","2017-07-01 21:35:28",31239,"Rhode Island & Connecticut Ave NW",31228,"8th & H St NW",W22288,Casual
451571,"2017-07-01 20:30:21","2017-07-01 20:37:53",31124,"14th & Irving St NW",31229,"New Hampshire Ave & T St NW",W23343,Member
1202435,"2017-07-01 20:30:26","2017-07-01 20:50:29",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31241,"Thomas Circle",W22785,Casual
903514,"2017-07-01 20:30:30","2017-07-01 20:45:33",31021,"Clarendon Blvd & N Fillmore St",31037,"Ballston Metro / N Stuart & 9th St N",W20383,Member
3217743,"2017-07-01 20:30:31","2017-07-01 21:24:09",31712,"Oklahoma Ave & D St NE",31712,"Oklahoma Ave & D St NE",W23013,Member
1874688,"2017-07-01 20:30:46","2017-07-01 21:02:01",31272,"Washington & Independence Ave SW/HHS",31204,"20th & E St NW",W20260,Casual
1881564,"2017-07-01 20:30:46","2017-07-01 21:02:08",31272,"Washington & Independence Ave SW/HHS",31204,"20th & E St NW",W21567,Casual
3224035,"2017-07-01 20:30:50","2017-07-01 21:24:34",31712,"Oklahoma Ave & D St NE",31712,"Oklahoma Ave & D St NE",W20424,Member
334084,"2017-07-01 20:30:50","2017-07-01 20:36:24",31280,"11th & S St NW",31281,"8th & O St NW",W21516,Member
265424,"2017-07-01 20:31:01","2017-07-01 20:35:27",31116,"California St & Florida Ave NW",31278,"18th & R St NW",W01002,Member
3832229,"2017-07-01 20:31:11","2017-07-01 21:35:04",31321,"15th St & Constitution Ave NW",31321,"15th St & Constitution Ave NW",W22618,Casual
848151,"2017-07-01 20:31:12","2017-07-01 20:45:20",31101,"14th & V St NW",31600,"5th & K St NW",W22384,Casual
1906408,"2017-07-01 20:31:26","2017-07-01 21:03:12",31247,"Jefferson Dr & 14th St SW",31247,"Jefferson Dr & 14th St SW",W21162,Casual
419758,"2017-07-01 20:31:28","2017-07-01 20:38:28",31634,"3rd & Tingey St SE",31108,"4th & M St SW",W21046,Member
3795713,"2017-07-01 20:31:29","2017-07-01 21:34:44",31321,"15th St & Constitution Ave NW",31321,"15th St & Constitution Ave NW",W22415,Casual
5028361,"2017-07-01 20:31:31","2017-07-01 21:55:20",31231,"14th & D St NW / Ronald Reagan Building",31231,"14th & D St NW / Ronald Reagan Building",W20041,Casual
1904794,"2017-07-01 20:31:34","2017-07-01 21:03:19",31247,"Jefferson Dr & 14th St SW",31247,"Jefferson Dr & 14th St SW",W21227,Casual
413866,"2017-07-01 20:31:38","2017-07-01 20:38:32",31634,"3rd & Tingey St SE",31108,"4th & M St SW",W22164,Member
5032616,"2017-07-01 20:31:43","2017-07-01 21:55:36",31231,"14th & D St NW / Ronald Reagan Building",31231,"14th & D St NW / Ronald Reagan Building",W23212,Casual
4221197,"2017-07-01 20:31:44","2017-07-01 21:42:05",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31216,"14th St & New York Ave NW",W21124,Casual
765128,"2017-07-01 20:31:45","2017-07-01 20:44:30",31641,"2nd St & Massachusetts Ave NE",31266,"11th & M St NW",W22719,Member
4214978,"2017-07-01 20:31:55","2017-07-01 21:42:10",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31216,"14th St & New York Ave NW",W00050,Casual
1801506,"2017-07-01 20:32:02","2017-07-01 21:02:04",31272,"Washington & Independence Ave SW/HHS",31204,"20th & E St NW",W01401,Casual
234658,"2017-07-01 20:32:09","2017-07-01 20:36:04",31121,"Calvert St & Woodley Pl NW",31104,"Adams Mill & Columbia Rd NW",W20649,Member
1147450,"2017-07-01 20:32:30","2017-07-01 20:51:37",31247,"Jefferson Dr & 14th St SW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W21617,Casual
2582075,"2017-07-01 20:32:34","2017-07-01 21:15:36",31247,"Jefferson Dr & 14th St SW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W21532,Casual
1136271,"2017-07-01 20:32:38","2017-07-01 20:51:35",31247,"Jefferson Dr & 14th St SW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W22206,Casual
1140153,"2017-07-01 20:32:40","2017-07-01 20:51:40",31247,"Jefferson Dr & 14th St SW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W21286,Casual
452347,"2017-07-01 20:32:40","2017-07-01 20:40:13",31208,"M St & New Jersey Ave SE",31108,"4th & M St SW",W23000,Member
491084,"2017-07-01 20:32:41","2017-07-01 20:40:52",31104,"Adams Mill & Columbia Rd NW",31125,"15th & W St NW",W22562,Member
4545286,"2017-07-01 20:32:45","2017-07-01 21:48:30",31217,"USDA / 12th & Independence Ave SW",31217,"USDA / 12th & Independence Ave SW",W22016,Casual
1155257,"2017-07-01 20:32:47","2017-07-01 20:52:02",31247,"Jefferson Dr & 14th St SW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W22783,Casual
129095,"2017-07-01 20:32:51","2017-07-01 20:35:00",31617,"Bladensburg Rd & Benning Rd NE",31611,"13th & H St NE",W00922,Member
660093,"2017-07-01 20:32:51","2017-07-01 20:43:51",31109,"7th & T St NW",31102,"11th & Kenyon St NW",W01067,Member
1129846,"2017-07-01 20:32:51","2017-07-01 20:51:41",31247,"Jefferson Dr & 14th St SW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W20268,Casual
877769,"2017-07-01 20:32:53","2017-07-01 20:47:31",31283,"14th & L St NW",31204,"20th & E St NW",W22161,Casual
4940204,"2017-07-01 20:32:59","2017-07-01 21:55:19",31231,"14th & D St NW / Ronald Reagan Building",31231,"14th & D St NW / Ronald Reagan Building",W22234,Casual
645651,"2017-07-01 20:33:00","2017-07-01 20:43:46",31109,"7th & T St NW",31102,"11th & Kenyon St NW",W00774,Member
580836,"2017-07-01 20:33:13","2017-07-01 20:42:54",31241,"Thomas Circle",31237,"25th St & Pennsylvania Ave NW",W22695,Member
4911808,"2017-07-01 20:33:17","2017-07-01 21:55:08",31231,"14th & D St NW / Ronald Reagan Building",31231,"14th & D St NW / Ronald Reagan Building",W21862,Casual
906313,"2017-07-01 20:33:17","2017-07-01 20:48:23",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31290,"17th St & Independence Ave SW",W22621,Casual
4797997,"2017-07-01 20:33:19","2017-07-01 21:53:17",31217,"USDA / 12th & Independence Ave SW",31633,"Independence Ave & L'Enfant Plaza SW/DOE",W22706,Casual
957419,"2017-07-01 20:33:28","2017-07-01 20:49:26",31280,"11th & S St NW",31505,"Eckington Pl & Q St NE",W20693,Casual
967432,"2017-07-01 20:33:33","2017-07-01 20:49:41",31280,"11th & S St NW",31505,"Eckington Pl & Q St NE",W22220,Casual
374207,"2017-07-01 20:33:35","2017-07-01 20:39:50",31200,"Massachusetts Ave & Dupont Circle NW",31233,"17th & K St NW / Farragut Square",W21002,Member
256192,"2017-07-01 20:33:44","2017-07-01 20:38:00",31213,"17th & K St NW",31204,"20th & E St NW",W00265,Member
5787136,"2017-07-01 20:33:47","2017-07-01 22:10:15",31218,"L'Enfant Plaza / 7th & C St SW",31217,"USDA / 12th & Independence Ave SW",W01041,Casual
5790722,"2017-07-01 20:33:48","2017-07-01 22:10:18",31218,"L'Enfant Plaza / 7th & C St SW",31217,"USDA / 12th & Independence Ave SW",W20038,Casual
